bom,bom版本,機台,machine_ver,製程,順序,process_ver,version,CREATE_DATE,factoryNo,HIBERVERSION,LAST_UPDATE_TIMESTAMP,lastVersion,mark,compareOperationSpec,effectForAdditinalProcess,estimatedEnterPeople,loadingTime,matchedOperationSpec,note,occupiedProductionTimeOnLoading,occupiedProductionTimeOnUnloading,occupiedProductionTimeOnWorking,parallelProcess,peopleInSOP,periodForAmountOfLot,postprocessTime,preprocessTime,quantityOfALot,ratioOfLearning,排程運算比率(ratioOfSchedulingCaculation),sameRegionAsPreProcess,studyTime,timeOfWarnUp,unitOfTime,unloadingTime,wayOfWorkingWithPreProcess,工作時間(workingTime),changingLineGroup_Id,productionGroup_Id,指定機台,限制機台,前置時間
BCRE25256DN,D,EX-007,0,PDEE,7,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,65.06,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-002,0,PDEE,7,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,65.06,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-004,0,PDEE,7,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,65.06,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,DM-005,0,PDDC,8,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,19.01,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,PL-017,0,PDPA,9,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,PL-015,0,PDPA,9,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,PL-013,0,PDPA,9,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,PL-012,0,PDPA,9,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,PL-011,0,PDPA,9,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,PL-007,0,PDPA,9,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,PL-006,0,PDPA,9,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,PL-002,0,PDPA,9,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,ME-005,0,PDTH,10,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,9.6,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,ME-004,0,PDTH,10,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,9.6,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-017,0,PDEA,15,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,64.6,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-015,0,PDEA,15,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,64.6,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-012,0,PDEA,15,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,64.6,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-007,0,PDEA,15,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,64.6,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-002,0,PDEA,15,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,64.6,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-006,0,PDEA,15,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,64.6,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-004,0,PDEA,15,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,64.6,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,DM-004,0,PDDT,16,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,23.34,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,GP-007,0,PDAL,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,17.28,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,GP-005,0,PDAL,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,17.28,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-017,0,PDEB,21,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,80,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-015,0,PDEB,21,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,80,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-012,0,PDEB,21,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,80,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-007,0,PDEB,21,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,80,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-002,0,PDEB,21,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,80,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-006,0,PDEB,21,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,80,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,EX-004,0,PDEB,21,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,80,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,DM-004,0,PDDU,22,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,16.99,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,SB-001,0,PDGA,24,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,6,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,ES-001,0,PDQ1,25,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LS-065,0,BXBF,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.4,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LS-063,0,BXBF,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.4,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LS-055,0,BXBF,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.4,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LS-054,0,BXBF,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.4,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LS-052,0,BXBF,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.4,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LS-051,0,BXBF,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.4,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LS-044,0,BXBF,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.4,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LS-033,0,BXBF,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.4,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LS-031,0,BXBF,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.4,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LS-026,0,BXBF,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.4,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LS-025,0,BXBF,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.4,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LK-013,0,BXBB,28,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,45,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LK-012,0,BXBB,28,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,45,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LK-009,0,BXBB,28,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,45,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LK-008,0,BXBB,28,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,45,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LK-007,0,BXBB,28,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,45,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LK-006,0,BXBB,28,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,45,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,LK-004,0,BXBB,28,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,45,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,AT-001,0,BTB2,29,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,30,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-093,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-086,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-056,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-044,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-092,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-091,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-081,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-078,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-076,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-089,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-088,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-087,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-084,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-083,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-079,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-077,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-072,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-066,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-057,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,FT-055,0,BTA1,30,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,61.24,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-040,0,BXBX,33,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-039,0,BXBX,33,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-032,0,BXBX,33,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-031,0,BXBX,33,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-019,0,BXBX,33,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-017,0,BXBX,33,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-018,0,BXBX,33,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-016,0,BXBX,33,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-026,0,BXBX,33,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-020,0,BXBX,33,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-027,0,BXBX,33,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-040,0,BXBY,34,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
BCRE25256DN,D,MS-039,0,BXBY,34,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,24,1,100,0,0,0,0,0,0,25.46,NULL,NULL,NULL,NULL,NULL
